,steps,collision,speed violation,ik violation,object collision,velocity violation,velocity during collision,success,return
99,495000,0,0,0,0,0,,0,-88.0150274548445
100,500000,0,0,0,0,0,,0,-90.2813491916857
101,505000,0,0,0,0,0,,0,-75.3608855109867
102,510000,0,0,0,0,0,,0,-81.321506136986
103,515000,0,0,0,0,0,,0,-135.210719871146
104,520000,0,0,0,0,0,,1,133.946133712265
105,525000,0,1,0,0,0,,1,561.159804817824
106,530000,0,0,0,0,0,,0,-120.405043476021
107,535000,1,0,0,0,0,0.135741180352069,1,155.444440356454
108,540000,0,0,0,0,0,,0,-94.3277566384161
109,545000,0,0,0,0,0,,0,-105.369421468788
110,550000,0,0,0,0,0,,0,-82.743770531566
111,555000,0,1,0,0,0,,1,760.32435575639
112,560000,0,0,0,0,0,,0,-101.758069283374
113,565000,0,0,0,0,0,,0,-51.0277003901183
114,570000,0,0,0,0,0,,0,-113.435308357308
115,575000,0,0,0,0,0,,0,-51.972386458497
116,580000,0,0,0,0,0,,0,-90.9125645433308
117,585000,0,0,0,0,0,,0,-105.444099367362
118,590000,0,0,0,0,0,,0,-145.382386789998
119,595000,0,0,0,0,0,,0,-110.45191815624
120,600000,0,0,0,0,0,,0,-94.0966833073851
121,605000,0,0,0,0,0,,0,-72.0974225475721
122,610000,0,0,0,0,0,,1,619.783420041076
123,615000,0,0,0,0,0,,0,-98.3218229777091
124,620000,0,0,0,0,0,,0,-102.22687946644
125,625000,0,0,0,0,0,,1,723.682073864752
126,630000,0,0,0,0,0,,1,331.607436489317
127,635000,0,0,0,0,0,,0,63.0526099358302
128,640000,0,0,0,0,0,,0,-64.8325604862246
129,645000,0,0,0,0,0,,0,-99.1182225167427
130,650000,0,0,0,0,0,,0,-95.3757358311852
131,655000,0,0,0,0,0,,1,314.605240741986
132,660000,0,0,0,0,0,,0,-72.37573684161
133,665000,0,0,0,0,0,,0,-105.803225716274
134,670000,0,0,0,0,0,,0,-80.1612014130758
135,675000,0,0,0,0,0,,0,-92.5660927324844
136,680000,0,0,0,0,0,,0,-101.115216475905
137,685000,0,0,0,0,0,,0,-191.360662386982
138,690000,0,0,0,0,0,,0,-131.860917584874
139,695000,0,0,0,0,0,,0,176.791983115643
140,700000,0,0,0,0,0,,0,-77.3500361635286
141,705000,0,0,0,0,0,,0,-159.536114452082
142,710000,0,0,0,0,0,,1,695.018324685535
143,715000,0,0,0,0,0,,0,-134.214806367263
144,720000,0,0,0,0,0,,0,-118.003062682863
145,725000,0,0,0,0,0,,1,773.780765340101
146,730000,0,0,0,0,0,,1,859.094240668497
147,735000,0,0,0,0,0,,1,502.486358567524
148,740000,0,0,0,0,0,,0,-125.133710494514
149,745000,0,0,0,0,0,,1,671.920615218804
150,750000,0,0,0,0,0,,0,-90.9462843529532
151,755000,0,0,0,0,0,,1,659.949094567944
152,760000,0,0,0,0,0,,1,741.43207756938
153,765000,0,0,0,0,0,,0,-116.548418953659
154,770000,0,0,0,0,0,,0,-107.612670355075
155,775000,0,0,0,0,0,,1,236.609275041333
156,780000,0,0,0,0,0,,1,364.392422008533
157,785000,0,0,0,0,0,,0,-94.9270693065349
158,790000,0,0,0,0,0,,0,-114.867505475854
159,795000,0,0,0,0,0,,0,-77.8967758362124
160,800000,0,0,0,0,0,,1,680.991172761383
161,805000,0,0,0,0,0,,0,-112.170398835581
162,810000,0,0,0,0,0,,0,-81.1877848772374
163,815000,0,0,0,0,0,,0,-169.639631639033
164,820000,0,0,0,0,0,,0,-116.52931781216
165,825000,0,0,0,0,0,,0,-119.359119028372
166,830000,0,0,0,0,0,,0,-76.1671979745919
167,835000,0,0,0,0,0,,1,740.756510054983
168,840000,0,0,0,0,0,,1,313.179366565359
169,845000,0,0,0,0,0,,1,537.377046671071
170,850000,0,0,0,0,0,,1,106.558708226212
171,855000,0,0,0,0,0,,0,-61.9595583570013
172,860000,0,0,0,0,0,,0,-68.5099706462667
173,865000,0,0,0,0,0,,0,-151.003867989343
174,870000,0,0,0,0,0,,0,-92.1746446636937
175,875000,0,0,0,0,0,,0,-75.9671386754231
176,880000,0,0,0,0,0,,0,-140.897415683421
177,885000,0,0,0,0,0,,0,-75.8874546004402
178,890000,0,0,0,0,0,,0,-67.0379657603656
179,895000,0,0,0,0,0,,1,51.5866532970506
180,900000,0,0,0,0,0,,0,-94.2460483853243
181,905000,0,0,0,0,0,,0,-139.731985830793
182,910000,0,0,0,0,0,,0,-134.375212119812
183,915000,0,0,0,0,0,,1,673.931389401693
184,920000,0,0,0,0,0,,1,70.8598660771853
185,925000,0,0,0,0,0,,1,796.031375699704
186,930000,0,0,0,0,0,,0,-101.421231577989
187,935000,0,0,0,0,0,,0,-123.364842249182
188,940000,0,0,0,0,0,,0,-108.852781807482
189,945000,0,0,0,0,0,,0,-108.31843453458
190,950000,0,0,0,0,0,,1,417.661919152372
191,955000,0,0,0,0,0,,0,-98.926269621578
192,960000,0,0,0,0,0,,0,-129.677744657264
193,965000,0,0,0,0,0,,0,-90.1724406539452
194,970000,0,0,0,0,0,,0,-114.220923898814
195,975000,0,0,0,0,0,,0,-150.382172219391
196,980000,0,0,0,0,0,,0,-88.5521557051633
197,985000,0,0,0,0,0,,1,843.00643292793
198,990000,0,0,0,0,0,,1,335.760617736762
199,995000,0,0,0,0,0,,1,732.128046019484
200,1000000,0,0,0,0,0,,1,630.551874366259
201,1005000,0,0,0,0,0,,0,-149.421737250225
202,1010000,0,0,0,0,0,,0,-141.509662561478
203,1015000,0,0,0,0,0,,1,831.53434135093
204,1020000,0,0,0,0,0,,0,-99.1630333558137
205,1025000,0,0,0,0,0,,1,319.025255298983
206,1030000,0,0,0,0,0,,1,85.3834990444383
207,1035000,0,0,0,0,0,,1,633.121923115721
208,1040000,0,0,0,0,0,,0,-67.9678164066761
209,1045000,0,0,0,0,0,,0,-164.170759481613
210,1050000,0,0,0,0,0,,0,42.7949276012068
211,1055000,0,0,0,0,0,,0,-166.720419062165
212,1060000,0,0,0,0,0,,1,782.947032284402
213,1065000,0,0,0,0,0,,0,-123.885923248135
214,1070000,0,0,0,0,0,,0,-117.745082483051
215,1075000,0,0,0,0,0,,0,-157.105151765849
216,1080000,0,0,0,0,0,,0,-166.562592307556
217,1085000,0,0,0,0,0,,0,-93.8349148523852
218,1090000,0,0,0,0,0,,1,772.617123476925
219,1095000,0,0,0,0,0,,1,794.987545687433
220,1100000,0,0,0,0,0,,0,-139.478276738593
221,1105000,0,0,0,0,0,,0,322.427556709496
222,1110000,0,0,0,0,0,,1,808.059774765951
223,1115000,0,0,0,0,0,,0,-167.860107074003
224,1120000,0,0,0,0,0,,1,752.260987713272
225,1125000,0,0,0,0,0,,1,99.3119702241821
226,1130000,0,0,0,0,0,,1,817.835532409846
227,1135000,0,0,0,0,0,,1,827.575688883148
228,1140000,0,0,0,0,0,,0,-89.5865996757256
229,1145000,0,0,0,0,0,,0,-102.255946894166
230,1150000,0,0,0,0,0,,0,-124.735080577507
